province_code,district_code,commune_code,commune_kh,commune_en
08,0802,080208,ភូមិធំ,Phum Thum
08,0802,080211,សំរោងធំ,Samraong Thum
08,0803,080302,ជ័យធំ,Chey Thum
08,0803,080303,កំពង់ចំលង,Kampong Chamlang
08,0803,080304,កោះចូរ៉ាម,Kaoh Chouram
08,0803,080306,ព្រះប្រសប់,Preah Prasab
08,0803,080310,ព្រែកតាមាក់,Preaek Ta Meak
08,0803,080311,ពុកឫស្សី,Puk Ruessei
08,0803,080312,រកាជន្លឹង,Roka Chonlueng
08,0803,080313,សន្លុង,Sanlung
08,0803,080314,ស៊ីធរ,Sithor
08,0803,080316,ស្វាយរមៀត,Svay Romiet
08,0803,080317,តាឯក,Ta Aek
08,0803,080318,វិហារសួគ៌,Vihea Suor
08,0804,080403,កំពង់កុង,Kampong Kong
08,0804,080404,កោះធំ ‹ក›,"Kaoh Thum ""Ka """
08,0804,080405,កោះធំ ‹ខ›,"Kaoh Thum "" Kha """
08,0804,080407,លើកដែក,Leuk Daek
08,0804,080408,ពោធិ៍បាន,Pou Ban
08,0804,080411,ព្រែកថ្មី,Preaek Thmei
08,0805,080501,កំពង់ភ្នំ,Kampong Phnum
08,0805,080502,ក្អមសំណរ,K'am Samnar
08,0805,080503,ខ្ពបអាទាវ,Khpob Ateav
08,0805,080504,ពាមរាំង,Peam Reang
08,0805,080505,ព្រែកដាច់,Preaek Dach
08,0805,080506,ព្រែកទន្លាប់,Preaek Tunloab
08,0805,080507,សណ្ដារ,Sandar
08,0806,080603,បឹងគ្រំ,Boeng Krum
08,0806,080604,កោះកែវ,Kaoh Kaev
08,0806,080605,កោះរះ,Kaoh Reah
08,0806,080606,ល្វាសរ,Lvea Sar
08,0806,080608,ភូមិធំ,Phum Thum
08,0806,080610,ព្រែករៃ,Preaek Rey
08,0806,080611,ព្រែកឫស្សី,Preaek Ruessei
08,0806,080612,សំបួរ,Sambuor
08,0806,080613,សារិកាកែវ,Sarikakaev
08,0806,080614,ថ្មគរ,Thma Kor
08,0806,080615,ទឹកឃ្លាំង,Tuek Khleang
08,0807,080703,ព្រែកអញ្ចាញ,Preaek Anhchanh
08,0807,080704,ព្រែកដំបង,Preaek Dambang
08,0807,080707,រកាកោង ទី ១,Roka Kaong Ti Muoy
08,0807,080708,រកាកោង ទី ២,Roka Kaong Ti Pir
08,0807,080709,ឫស្សីជ្រោយ,Ruessei Chrouy
08,0807,080710,សំបួរមាស,Sambuor Meas
08,0807,080711,ស្វាយអំពារ,Svay Ampear
08,0808,080801,បែកចាន,Baek Chan
08,0808,080803,ឆក់ឈើនាង,Chhak Chheu Neang
08,0808,080804,ដំណាក់អំពិល,Damnak Ampil
08,0808,080807,ក្រាំងម្កាក់,Krang Mkak
08,0808,080808,លំហាច,Lumhach
08,0808,080809,ម្កាក់,Mkak
08,0808,080811,ពើក,Peuk
08,0808,080813,ព្រៃពួច,Prey Puoch
08,0808,080814,សំរោងលើ,Samraong Leu
08,0808,080816,ទួលព្រេជ,Tuol Prech
08,0809,080901,ឈ្វាំង,Chhveang
08,0809,080902,ជ្រៃលាស់,Chrey Loas
08,0809,080903,កំពង់ហ្លួង,Kampong Luong
08,0809,080904,កំពង់អុស,Kampong Os
08,0809,080905,កោះចិន,Kaoh Chen
08,0809,080906,ភ្នំបាត,Phnum Bat
08,0809,080907,ពញាឮ,Ponhea Lueu
08,0809,080910,ព្រែកតាទែន,Preaek Ta Teaen
08,0809,080911,ផ្សារដែក,Phsar Daek
08,0809,080913,ទំនប់ធំ,Tumnub Thum
08,0809,080914,វិហារហ្លួង,Vihea Luong
08,0810,081001,ខ្ពប,Khpob
08,0810,081003,កោះខែល,Kaoh Khael
08,0810,081004,កោះខ្សាច់ទន្លា,Kaoh Khsach Tunlea
08,0810,081005,ក្រាំងយ៉ូវ,Krang Youv
08,0810,081006,ប្រាសាទ,Prasat
08,0810,081007,ព្រែកអំបិល,Preaek Ambel
08,0810,081008,ព្រែកគយ,Preaek Koy
08,0810,081010,ស្អាងភ្នំ,S'ang Phnum
08,0810,081012,ស្វាយប្រទាល,Svay Prateal
08,0810,081014,តាលន់,Ta Lun
08,0810,081015,ត្រើយស្លា,Traeuy Sla
08,0810,081016,ទឹកវិល,Tuek Vil
08,0811,081101,តាក្ដុល,Ta Kdol
08,0811,081102,ព្រែកឫស្សី,Preaek Ruessei
08,0811,081103,ដើមមៀន,Daeum Mien
08,0811,081104,តាខ្មៅ,Ta Khmao
08,0811,081105,ព្រែកហូរ,Preaek Hour
08,0811,081106,កំពង់សំណាញ់,Kampong Samnanh
08,0811,081107,ស្វាយរលំ,Svay Rolum
08,0811,081108,កោះអន្លង់ចិន,Kaoh Anlung Chen
08,0811,081109,សិត្បូ,Settak bou
08,0811,081110,រកាខ្ពស់,Roka Khpuos
08,0812,081201,ឈើខ្មៅ,Chheu Khmau
08,0812,081202,ព្រែកជ្រៃ,Preaek Chrey
08,0812,081203,ព្រែកស្ដី,Preak Sdei
08,0812,081204,ជ្រោយតាកែវ,Chrouy Ta Kaev
08,0812,081205,សំពៅពូន,Sampov Pun
08,0813,081301,បាក់ដាវ,Bak Dav
08,0813,081302,កោះឧកញ៉ាតី,Kaoh Oknha Tei
08,0813,081303,ព្រែកអំពិល,Preaek Ampil
08,0813,081304,ព្រែកលួង,Preaek Luong
08,0813,081305,ព្រែកតាកូវ,Preaek Ta Kouv
08,0813,081306,ស្វាយជ្រំ,Svay Chrum
08,0813,081307,អរិយក្សត្រ,Akrey Ksat
08,0813,081308,សារិកាកែវ,Sarikakaev
08,0813,081309,ពាមឧកញ៉ាអុង,Peam Oknha Ong
08,0813,081310,ព្រែកក្មេង,Preaek Kmeng
08,0813,081311,បារុង,Barong
09,0901,090101,អណ្ដូងទឹក,Andoung Tuek
09,0901,090102,កណ្ដោល,Kandaol
09,0901,090103,តានូន,Ta Nun
09,0901,090104,ថ្មស,Thma Sa
09,0902,090201,កោះស្ដេច,Kaoh Sdach
09,0902,090202,ភ្ញីមាស,Phnhi Meas
09,0902,090203,ព្រែកខ្សាច់,Preaek Khsach
09,0903,090301,ជ្រោយប្រស់,Chrouy Pras
09,0903,090302,កោះកាពិ,Kaoh Kapi
09,0903,090303,តាតៃក្រោម,Ta Tai Kraom
09,0903,090304,ត្រពាំងរូង,Trapeang Rung
09,0904,090401,ស្មាច់មានជ័យ,Smach Mean Chey
09,0904,090402,ដងទង់,Dang Tung
09,0904,090403,ស្ទឹងវែង,Stueng Veaeng
09,0905,090501,ប៉ាក់ខ្លង,Pak Khlang
09,0905,090502,ពាមក្រសោប,Peam Krasaob
09,0905,090503,ទួលគគីរ,Tuol Kokir
09,0906,090601,បឹងព្រាវ,Boeng Preav
09,0906,090602,ជី ខ ក្រោម,Chi Kha Kraom
09,0906,090603,ជី ខ លើ,Chi Kha Leu
09,0906,090604,ជ្រោយស្វាយ,Chrouy Svay
09,0906,090605,ដងពែង,Dang Peaeng
09,0906,090606,ស្រែអំបិល,Srae Ambel
09,0907,090701,តាទៃលើ,Ta Tey Leu
09,0907,090702,ប្រឡាយ,Pralay
09,0907,090703,ជំនាប់,Chumnoab
09,0907,090704,ឫស្សីជ្រុំ,Ruessei Chrum
09,0907,090705,ជីផាត,Chi Phat
09,0907,090706,ថ្មដូនពៅ,Thma Doun Pov
10,1001,100101,ឆ្លូង,Chhloung
10,1001,100102,ដំរីផុង,Damrei Phong
10,1001,100103,ហាន់ជ័យ,Hanchey
10,1001,100104,កំពង់ដំរី,Kampong Damrei
10,1001,100105,កញ្ជរ,Kanhchor
10,1001,100106,ខ្សាច់អណ្ដែត,Khsach Andaet
10,1001,100107,ពង្រ,Pungro
10,1001,100108,ព្រែកសាម៉ាន់,Preaek Saman
10,1002,100207,កោះទ្រង់,Kaoh Trung
10,1002,100208,ក្រគរ,Krakor
10,1002,100209,ក្រចេះ,Kracheh
10,1002,100210,អូរឫស្សី,Ou Ruessei
10,1002,100211,រកាកណ្ដាល,Roka Kandal
10,1003,100301,ចំបក់,Chambak
10,1003,100302,ជ្រោយបន្ទាយ,Chrouy Banteay
10,1003,100303,កំពង់គរ,Kampong Kor
10,1003,100304,កោះតាស៊ុយ,Kaoh Ta Suy
10,1003,100305,ព្រែកប្រសព្វ,Preaek Prasab
10,1003,100306,ឫស្សីកែវ,Ruessei Kaev
10,1003,100307,សោប,Saob
10,1003,100308,តាម៉ៅ,Ta Mau
10,1004,100401,បឹងចារ,Boeng Char
10,1004,100402,កំពង់ចាម,Kampong Cham
10,1004,100404,កោះខ្ញែរ,Kaoh Khnhaer
10,1004,100407,សំបូរ,Sambour
10,1004,100408,សណ្ដាន់,Sandan
10,1004,100409,ស្រែជិះ,Srae Chis
10,1004,100410,វឌ្ឍនៈ,Voadtheaknak
10,1005,100501,ឃ្សឹម,Khsuem
10,1005,100502,ពីរធ្នូ,Pir Thnu
10,1005,100503,ស្នួល,Snuol
10,1005,100504,ស្រែចារ,Srae Char
10,1005,100505,ស្វាយជ្រះ,Svay Chreah
10,1005,100506,គ្រញូងសែនជ័យ,Kranhung Saen Chey
10,1006,100601,បុសលាវ,Bos Leav
10,1006,100602,ចង្ក្រង់,Changkrang
10,1006,100603,ដារ,Dar
10,1006,100604,កន្ទួត,Kantuot
10,1006,100605,គោលាប់,Kou Loab
10,1006,100606,កោះច្រែង,Kaoh Chraeng
10,1006,100607,សំបុក,Sambok
10,1006,100608,ថ្មអណ្ដើក,Thma Andaeuk
10,1006,100609,ថ្មគ្រែ,Thma Kreae
10,1006,100610,ថ្មី,Thmei
10,1007,100701,ក្បាលដំរី,Kbal Damrei
10,1007,100702,អូរគ្រៀង,Ou Krieng
10,1007,100703,អូរកណ្ដៀរសែនជ័យ,Ou Kandie Saen Chey
10,1007,100704,រលួសមានជ័យ,Roluos Mean Chey
10,1007,100705,ស្រែជិះ,Srae Chis
11,1101,110101,ចុងផ្លាស់,Chong Phlah
11,1101,110102,មេម៉ង់,Me Mang
11,1101,110103,ស្រែឈូក,Srae Chhuk
11,1101,110104,ស្រែខ្ទុម,Srae Khtum
11,1101,110105,ស្រែព្រះ,Srae Preah
11,1102,110201,ណងឃីលិក,Nang Khi Lik
11,1102,110202,អ បួនលើ,A Buon Leu
11,1102,110203,រយ៉,Roya
11,1102,110204,សុខសាន្ដ,Sokh San
11,1102,110205,ស្រែហ៊ុយ,Srae Huy
11,1102,110206,ស្រែសង្គម,Srae Sangkum
11,1103,110301,ដាក់ដាំ,Dak Dam
11,1103,110302,សែនមនោរម្យ,Saen Meaknourum
11,1104,110401,ក្រង់តេះ,Krang Teh
11,1104,110402,ពូជ្រៃ,Pu Chrey
11,1104,110403,ស្រែអំពូម,Srae Ampum
11,1104,110404,ប៊ូស្រា,Bu Sra
11,1105,110501,មនោរម្យ,Meaknourum
11,1105,110502,សុខដុម,Sokhak Dom
11,1105,110503,ស្ពានមានជ័យ,Spean Mean Chey
11,1105,110504,រមនា,Rummeaknea
12,1201,120101,ទន្លេបាសាក់,Tonle Basak
12,1201,120109,ទួលទំពូងទី ២,Tuol Tumpung Ti Pir
12,1201,120110,ទួលទំពូងទី ១,Tuol Tumpung Ti Muoy
12,1201,120111,បឹងត្របែក,Boeng Trabaek
12,1201,120112,ផ្សារដើមថ្កូវ,Phsar Daeum Thkov
12,1202,120201,ផ្សារថ្មីទី ១,Phsar Thmei Ti Muoy
12,1202,120202,ផ្សារថ្មីទី ២,Phsar Thmei Ti Pir
12,1202,120203,ផ្សារថ្មីទី ៣,Phsar Thmei Ti Bei
12,1202,120204,បឹងរាំង,Boeng Reang
12,1202,120205,ផ្សារកណ្ដាលទី១,Phsar Kandal Ti Muoy
12,1202,120206,ផ្សារកណ្ដាលទី២,Phsar Kandal Ti Pir
12,1202,120207,ចតុមុខ,Chakto Mukh
12,1202,120208,ជ័យជំនះ,Chey Chumneah
12,1202,120209,ផ្សារចាស់,Phsar Chas
12,1202,120210,ស្រះចក,Srah Chak
12,1202,120211,វត្ដភ្នំ,Voat Phnum
12,1203,120301,អូរឫស្សីទី ១,Ou Ruessei Ti Muoy
12,1203,120302,អូរឫស្សីទី ២,Ou Ruessei Ti Pir
12,1203,120303,អូរឫស្សីទី ៣,Ou Ruessei Ti Bei
12,1203,120304,អូរឫស្សីទី ៤,Ou Ruessei Ti Buon
12,1203,120305,មនោរម្យ,Monourom
12,1203,120306,មិត្ដភាព,Mittapheap
12,1203,120307,វាលវង់,Veal Vong
12,1203,120308,បឹងព្រលឹត,Boeng Proluet
12,1204,120401,ផ្សារដេប៉ូទី ១,Phsar Depou Ti Muoy
12,1204,120402,ផ្សារដេប៉ូទី ២,Phsar Depou TI Pir
12,1204,120403,ផ្សារដេប៉ូទី ៣,Phsar Depo Ti Bei
12,1204,120404,ទឹកល្អក់ទី ១,Tuek L'ak Ti Muoy
12,1204,120405,ទឹកល្អក់ទី ២,Tuek L'ak Ti Pir
12,1204,120406,ទឹកល្អក់ទី ៣,Tuek L'ak Ti Bei
12,1204,120407,បឹងកក់ទី ១,Boeng Kak Ti Muoy
12,1204,120408,បឹងកក់ទី ២,Boeng Kak Ti Pir
12,1204,120409,ផ្សារដើមគរ,Phsar Daeum Kor
12,1204,120410,បឹងសាឡាង,Boeng Salang
12,1205,120501,ដង្កោ,Dangkao
12,1205,120507,ពងទឹក,Pong Tuek
12,1205,120508,ព្រៃវែង,Prey Veaeng
12,1205,120510,ព្រៃស,Prey Sa
12,1205,120512,ក្រាំងពង្រ,Krang Pungro
12,1205,120514,សាក់សំពៅ,Sak Sampov
12,1205,120515,ជើងឯក,Cheung Aek
12,1205,120516,គងនយ,Kong Noy
12,1205,120517,ព្រែកកំពឹស,Preaek Kampues
12,1205,120518,រលួស,Roluos
12,1205,120519,ស្ពានថ្ម,Spean Thma
12,1205,120520,ទៀន,Tien
12,1206,120606,ចាក់អង្រែលើ,Chak Angrae Leu
12,1206,120607,ចាក់អង្រែក្រោម,Chak Angrae Kraom
12,1206,120608,ស្ទឹងមានជ័យទី១,Stueng Mean Chey Ti Muoy
12,1206,120609,ស្ទឹងមានជ័យទី២,Stueng Mean Chey Ti Pir
12,1206,120610,ស្ទឹងមានជ័យទី៣,Stueng Mean Chey Ti Bei
12,1206,120611,បឹងទំពុនទី១,Boeng Tumpun Ti Muoy
12,1206,120612,បឹងទំពុនទី២,Boeng Tumpun Ti Pir
12,1207,120703,ស្វាយប៉ាក,Svay Pak
12,1207,120704,គីឡូម៉ែត្រលេខ៦,Kiloumaet Lekh Prammuoy
12,1207,120706,ឫស្សីកែវ,Ruessei Kaev
12,1207,120711,ច្រាំងចំរេះទី ១,Chrang Chamreh Ti Muoy
12,1207,120712,ច្រាំងចំរេះទី ២,Chrang Chamreh Ti Pir
12,1207,120713,ទួលសង្កែទី១,Tuol Sangkae Ti Mouy
12,1207,120714,ទួលសង្កែទី២,Tuol Sangkae Ti Pir
12,1208,120801,ភ្នំពេញថ្មី,Phnum Penh Thmei
12,1208,120802,ទឹកថ្លា,Tuek Thla
12,1208,120803,ឃ្មួញ,Khmuonh
12,1208,120807,ក្រាំងធ្នង់,Krang Thnung
12,1208,120808,អូរបែកក្អម,Ou Baek K'am
12,1208,120809,គោកឃ្លាង,Kouk Khleang
12,1209,120911,សំរោងក្រោម,Samraong Kraom
12,1209,120912,ត្រពាំងក្រសាំង,Trapeang Krasang
12,1209,120914,កាកាបទី១,Kakab Ti Muoy
12,1209,120915,កាកាបទី២,Kakab Ti Pir
12,1209,120916,ចោមចៅទី១,Chaom Chau Ti Muoy
12,1209,120917,ចោមចៅទី២,Chaom Chau Ti Pir
12,1209,120918,ចោមចៅទី៣,Chaom Chau Ti Bei
12,1210,121001,ក្បាលកោះ,Kbal Kaoh
12,1210,121002,ច្បារអំពៅទី ១,Chbar Ampov Ti Muoy
12,1210,121003,ច្បារអំពៅទី ២,Chbar Ampov Ti Pir
12,1210,121004,និរោធ,Nirouth
12,1210,121005,ព្រែកប្រា,Preaek Pra
12,1210,121006,ព្រែកឯង,Preaek Aeng
12,1210,121007,ព្រែកថ្មី,Preaek Thmei
12,1210,121008,វាលស្បូវ,Veal Sbouv
12,1211,121101,កោះដាច់,Kaoh Dach
12,1211,121102,ជ្រោយចង្វារ,Chrouy Changvar
12,1211,121103,បាក់ខែង,Bak Khaeng
12,1211,121104,ព្រែកលៀប,Preaek Lieb
12,1211,121105,ព្រែកតាសេក,Preaek Ta Sek
12,1212,121201,គោករកា,Kouk Roka
12,1212,121202,ព្រែកព្នៅ,Preaek Pnov
12,1212,121203,ពញាពន់,Pounhea Pun
12,1212,121204,ពន្សាំង,Punsang
12,1212,121205,សំរោង,Samraong
12,1213,121301,បឹងកេងកងទី ១,Boeng Keng Kang Ti Muoy
12,1213,121302,បឹងកេងកងទី ២,Boeng Keng Kang Ti Pir
12,1213,121303,បឹងកេងកងទី ៣,Boeng Keng Kang Ti Bei
12,1213,121304,អូឡាំពិក,Oulampik
12,1213,121305,ទំនប់ទឹក,Tumnub Tuek
12,1213,121306,ទួលស្វាយព្រៃទី ១,Tuol Svay Prey Ti Muoy
12,1213,121307,ទួលស្វាយព្រៃទី ២,Tuol Svay Prey Ti Pir
12,1214,121401,កំបូល,Kamboul
12,1214,121402,កន្ទោក,Kantaok
12,1214,121403,ឪឡោក,Ovlaok
12,1214,121404,ស្នោរ,Snaor
12,1214,121405,ភ្លើងឆេះរទេះ,Phleung Chheh Roteh
12,1214,121406,បឹងធំ,Boeng Thum
12,1214,121407,ប្រទះឡាង,Prateah Lang
13,1301,130101,ស្អាង,S'ang
13,1301,130102,តស៊ូ,Tasu
13,1301,130103,ខ្យង,Khyang
13,1301,130104,ច្រាច់,Chrach
13,1301,130105,ធ្មា,Thmea
13,1301,130106,ពុទ្រា,Puttrea
13,1302,130201,ឆែបមួយ,Chhaeb Muoy
13,1302,130202,ឆែបពីរ,Chhaeb Pir
13,1302,130203,សង្កែមួយ,Sangkae Muoy
13,1302,130204,សង្កែពីរ,Sangkae Pir
13,1302,130205,ម្លូព្រៃមួយ,Mlu Prey Muoy
13,1302,130206,ម្លូព្រៃពីរ,Mlu Prey Pir
13,1302,130207,កំពង់ស្រឡៅមួយ,Kampong Sralau Muoy
13,1302,130208,កំពង់ស្រឡៅពីរ,Kampong Sralau Pir
13,1303,130301,ជាំក្សាន្ដ,Choam Khsan
13,1303,130302,ទឹកក្រហម,Toek Kraham
13,1303,130303,ព្រីងធំ,Pring Thum
13,1303,130304,រំដោះស្រែ,Rumdaoh Srae
13,1303,130305,យាង,Yeang
13,1303,130306,កន្ទួត,Kantuot
13,1303,130308,មរកត,Morokat
13,1303,130307,ស្រអែម,Sra Aem
13,1304,130401,គូលែនត្បូង,Kuleaen Tboung
13,1304,130402,គូលែនជើង,Kuleaen Cheung
13,1304,130403,ថ្មី,Thmei
13,1304,130404,ភ្នំពេញ,Phnum Penh
13,1304,130405,ភ្នំត្បែងពីរ,Phnum Tbaeng Pir
13,1304,130406,ស្រយង់,Srayang
13,1305,130501,របៀប,Robieb
13,1305,130502,រស្មី,Reaksmei
13,1305,130503,រហ័ស,Rohas
13,1305,130504,រុងរឿង,Rung Roeang
13,1305,130505,រីករាយ,Rik Reay
13,1305,130506,រួសរាន់,Ruos Roan
13,1305,130507,រតនៈ,Rottaknak
13,1305,130508,រៀបរយ,Rieb Roy
13,1305,130509,រក្សា,Reaksa
13,1305,130510,រំដោះ,Rumdaoh
13,1305,130511,រមទម,Romtum
13,1305,130512,រមណីយ,Rummeakney
13,1306,130601,ចំរើន,Chamraeun
13,1306,130602,រអាង,Roang
13,1306,130603,ភ្នំត្បែងមួយ,Phnum Tbaeng Muoy
13,1306,130604,ស្ដៅ,Sdau
13,1306,130605,រណសិរ្ស,Reaknak Se
13,1307,130703,ឈានមុខ,Chhean Mukh
13,1307,130704,ពោធិ៍,Pou
13,1307,130705,ប្រមេរុ,Pramae
13,1307,130706,ព្រះឃ្លាំង,Preah Khleang
13,1308,130801,កំពង់ប្រណាក,Kampong Pranak
13,1308,130802,ប៉ាលហាល,Pal Hal
14,1401,140101,បឹងព្រះ,Boeng Preah
14,1401,140102,ជើងភ្នំ,Cheung Phnum
14,1401,140103,ឈើកាច់,Chheu Kach
14,1401,140104,រក្សជ័យ,Reak Chey
14,1401,140105,រោងដំរី,Roung Damrei
14,1401,140106,ស្ដៅកោង,Sdau Kaong
14,1401,140107,ស្ពឺ  ក,Spueu Ka
14,1401,140108,ស្ពឺ  ខ,Spueu Kha
14,1401,140109,ធាយ,Theay
14,1402,140201,ជាច,Cheach
14,1402,140202,ដូនកឹង,Doun Koeng
14,1402,140203,ក្រញូង,Kranhung
14,1402,140204,ក្របៅ,Krabau
14,1402,140205,ស៊ាងឃ្វាង,Seang Khveang
14,1402,140206,ស្មោងខាងជើង,Smaong Khang Cheung
14,1402,140207,ស្មោងខាងត្បូង,Smaong Khang Tboung
14,1402,140208,ត្របែក,Trabaek
14,1403,140301,អន្សោង,Ansaong
14,1403,140302,ចាម,Cham
14,1403,140303,ជាងដែក,Cheang Daek
14,1403,140304,ជ្រៃ,Chrey
14,1403,140305,កន្សោមអក,Kansaom Ak
14,1403,140306,គោខ្ចក,Kou Khchak
14,1403,140307,កំពង់ត្របែក,Kampong Trabaek
14,1403,140308,ពាមមន្ទារ,Peam Muntear
14,1403,140309,ប្រាសាទ,Prasat
14,1403,140310,ប្រធាតុ,Pratheat
14,1403,140311,ព្រៃឈរ,Prey Chhor
14,1403,140312,ព្រៃពោន,Prey Poun
14,1403,140313,ថ្កូវ,Thkouv
14,1404,140401,ចុងអំពិល,Chong Ampil
14,1404,140402,កញ្ជ្រៀច,Kanhchriech
14,1404,140403,ក្ដឿងរាយ,Kdoeang Reay
14,1404,140404,គោកគង់កើត,Kouk Kung Kaeut
14,1404,140405,គោកគង់លិច,Kouk Kung Lech
14,1404,140406,ព្រាល,Preal
14,1404,140407,ថ្មពូន,Thma Pun
14,1404,140408,ត្នោត,Tnaot
14,1405,140501,អង្គរសរ,Angkor Sar
14,1405,140502,ច្រេស,Chres
14,1405,140503,ជីផុច,Chi Phoch
14,1405,140504,ព្រៃឃ្នេស,Prey Khnes
14,1405,140505,ព្រៃរំដេង,Prey Rumdeng
14,1405,140506,ព្រៃទទឹង,Prey Totueng
14,1405,140507,ស្វាយជ្រុំ,Svay Chrum
14,1405,140508,ត្រពាំងស្រែ,Trapeang Srae
14,1406,140601,អង្គរអង្គ,Angkor Angk
14,1406,140602,កំពង់ប្រាសាទ,Kampong Prasat
14,1406,140603,កោះចេក,Kaoh Chek
14,1406,140604,កោះរកា,Kaoh Roka
14,1406,140605,កោះសំពៅ,Kaoh Sampov
14,1406,140606,ក្រាំងតាយ៉ង,Krang Ta Yang
14,1406,140607,ព្រែកក្របៅ,Preaek Krabau
14,1406,140608,ព្រែកសំបួរ,Preaek Sambuor
14,1406,140609,ឫស្សីស្រុក,Ruessei Srok
14,1406,140610,ស្វាយភ្លោះ,Svay Phluoh
14,1407,140701,បាបោង,Ba Baong
14,1407,140702,បន្លិចប្រាសាទ,Banlich Prasat
14,1407,140703,អ្នកលឿង,Neak Loeang
14,1407,140704,ពាមមានជ័យ,Peam Mean Chey
14,1407,140705,ពាមរក៍,Peam Ro
14,1407,140706,ព្រែកខ្សាយ ក,Preaek Khsay Ka
14,1407,140707,ព្រែកខ្សាយ ខ,Preaek Khsay Kha
14,1407,140708,ព្រៃកណ្ដៀង,Prey Kandieng
14,1408,140801,កំពង់ពពិល,Kampong Popil
14,1408,140802,កញ្ចំ,Kanhcham
14,1408,140803,កំពង់ប្រាំង,Kampong Prang
14,1408,140805,មេសរប្រចាន់,Mesar Prachan
14,1408,140807,ព្រៃព្នៅ,Prey Pnov
14,1408,140808,ព្រៃស្នៀត,Prey Sniet
14,1408,140809,ព្រៃស្រឡិត,Prey Sralet
14,1408,140810,រាប,Reab
14,1408,140811,រកា,Roka
14,1409,140901,អង្គររាជ្យ,Angkor Reach
14,1409,140902,បន្ទាយចក្រី,Banteay Chakrei
14,1409,140903,បឹងដោល,Boeng Daol
14,1409,140904,ជៃកំពក,Chey Kampok
14,1409,140905,កំពង់សឹង,Kampong Soeng
14,1409,140906,ក្រាំងស្វាយ,Krang Svay
14,1409,140907,ល្វា,Lvea
14,1409,140908,ព្រះស្ដេច,Preah Sdach
14,1409,140909,រាធរ,Reathor
14,1409,140910,រំចេក,Rumchek
14,1409,140911,សេនារាជឧត្ដម,Sena Reach Otdam
14,1410,141001,បារាយណ៍,Baray
14,1410,141002,ជើងទឹក,Cheung Tuek
14,1410,141003,កំពង់លាវ,Kampong Leav
14,1410,141004,តាកោ,Ta Kao
14,1411,141104,ពោធិ៍រៀង,Pou Rieng
14,1411,141105,ព្រែកអន្ទះ,Preaek Anteah
14,1411,141106,ព្រែកជ្រៃ,Preaek Chrey
14,1411,141107,ព្រៃកន្លោង,Prey Kanlaong
14,1411,141109,កំពង់ឫស្សី,Kampong Ruessei
14,1411,141110,ព្រែកតាសរ,Preaek Ta Sar
14,1412,141201,អំពិលក្រៅ,Ampil Krau
14,1412,141202,ជ្រៃឃ្មុំ,Chrey Khmum
14,1412,141203,ល្វេ,Lve
14,1412,141204,ព្នៅទី ១,Pnov Ti Muoy
14,1412,141205,ព្នៅទី ២,Pnov Ti Pir
14,1412,141206,ពោធិ៍ទី,Pou Ti
14,1412,141207,ព្រែកចង្ក្រាន,Preaek Changkran
14,1412,141208,ព្រៃដើមថ្នឹង,Prey Daeum Thnoeng
14,1412,141209,ព្រៃទឹង,Prey Tueng
14,1412,141210,រំលេច,Rumlech
14,1412,141211,ឫស្សីសាញ់,Ruessei Sanh
14,1413,141301,អង្គរទ្រេត,Angkor Tret
14,1413,141302,ជាខ្លាង,Chea Khlang
14,1413,141303,ជ្រៃ,Chrey
14,1413,141304,ដំរីពួន,Damrei Puon
14,1413,141305,មេបុណ្យ,Me Bon
14,1413,141306,ពានរោង,Pean Roung
14,1413,141307,ពពឺស,Popueus
14,1413,141308,ព្រៃខ្លា,Prey Khla
14,1413,141309,សំរោង,Samraong
14,1413,141310,ស្វាយអន្ទរ,Svay Antor
14,1413,141311,ទឹកថ្លា,Tuek Thla
15,1501,150101,បឹងបត់កណ្ដាល,Boeng Bat Kandaol
15,1501,150102,បឹងខ្នារ,Boeng Khnar
15,1501,150103,ខ្នារទទឹង,Khnar Totueng
15,1501,150104,មេទឹក,Me Tuek
15,1501,150105,អូរតាប៉ោង,Ou Ta Paong
15,1501,150106,រំលេច,Rumlech
15,1501,150107,ស្នាមព្រះ,Snam Preah
15,1501,150108,ស្វាយដូនកែវ,Svay Doun Kaev
15,1501,150110,ត្រពាំងជង,Trapeang Chong
15,1502,150201,អន្លង់វិល,Anlung Vil
15,1502,150203,កណ្ដៀង,Kandieng
15,1502,150204,កញ្ជរ,Kanhchor
15,1502,150205,រាំងទិល,Reang Til
15,1502,150206,ស្រែស្ដុក,Srae Sdok
15,1502,150207,ស្វាយលួង,Svay Luong
15,1502,150208,ស្យា,Sya
15,1502,150209,វាល,Veal
15,1502,150210,កោះជុំ,Kaoh Chum
15,1503,150301,អន្លង់ត្នោត,Anlung Tnaot
15,1503,150302,អន្សាចំបក់,Ansa Chambak
15,1503,150303,បឹងកន្ទួត,Boeng Kantuot
15,1503,150304,ឈើតុំ,Chheu Tom
15,1503,150305,កំពង់លួង,Kampong Luong
15,1503,150306,កំពង់ពោធិ៍,Kampong Pou
15,1503,150307,ក្បាលត្រាច,Kbal Trach
15,1503,150308,អូរសណ្ដាន់,Ou Sandan
15,1503,150309,ស្នាអន្សា,Sna Ansa
15,1503,150310,ស្វាយស,Svay Sa
15,1503,150311,ត្នោតជុំ,Tnaot Chum
15,1504,150401,បាក់ចិញ្ចៀន,Bak Chenhchien
15,1504,150402,លាច,Leach
